0,1,2,3
60.0,56.0,11.0,1.0
58.0,49.0,3.0,1.0
62.0,31.0,6.0,2.0
52.0,14.0,8.0,2.0
65.0,17.0,9.0,1.0
67.0,6.0,10.0,1.0
79.0,30.0,8.0,-0.0
63.0,35.0,10.0,0.0
54.0,37.0,12.0,-0.0
58.0,62.0,9.0,0.0
47.0,62.0,9.0,0.0
86.0,87.0,13.0,1.0
103.0,74.0,11.0,1.0
117.0,94.0,10.0,1.0
101.0,99.0,14.0,1.0
100.0,94.0,15.0,2.0
109.0,64.0,14.0,3.0
73.0,75.0,8.0,2.0
102.0,145.0,12.0,1.0
107.0,130.0,17.0,-1.0
81.0,114.0,12.0,1.0
48.0,42.0,8.0,-1.0
73.0,94.0,7.0,1.0
66.0,14.0,3.0,0.0
49.0,35.0,7.0,2.0
44.0,50.0,7.0,0.0
59.0,0.0,7.0,1.0
57.0,24.0,7.0,2.0
64.0,13.0,8.0,1.0
86.0,28.0,7.0,0.0
64.0,43.0,11.0,0.0
50.0,41.0,12.0,-0.0
57.0,66.0,10.0,0.0
55.0,61.0,8.0,1.0
89.0,79.0,12.0,1.0
93.0,88.0,12.0,1.0
115.0,84.0,9.0,1.0
117.0,95.0,14.0,0.0
116.0,106.0,14.0,2.0
96.0,72.0,9.0,3.0
109.0,84.0,16.0,2.0
103.0,100.0,10.0,1.0
124.0,132.0,9.0,2.0
92.0,103.0,13.0,1.0
74.0,92.0,11.0,2.0
48.0,41.0,9.0,0.0
57.0,77.0,4.0,2.0
65.0,18.0,3.0,1.0
34.0,37.0,9.0,1.0
39.0,38.0,10.0,0.0
65.0,33.0,8.0,2.0
55.0,8.0,7.0,2.0
83.0,25.0,7.0,0.0
59.0,40.0,11.0,-0.0
51.0,36.0,12.0,-1.0
60.0,65.0,9.0,0.0
53.0,63.0,9.0,1.0
87.0,77.0,12.0,1.0
99.0,73.0,12.0,1.0
109.0,91.0,8.0,1.0
114.0,84.0,14.0,0.0
128.0,94.0,15.0,1.0
108.0,101.0,12.0,3.0
106.0,93.0,11.0,2.0
130.0,109.0,13.0,1.0
124.0,115.0,9.0,1.0
119.0,95.0,6.0,2.0
76.0,104.0,13.0,2.0
73.0,61.0,10.0,2.0
48.0,32.0,6.0,-0.0
72.0,62.0,4.0,1.0
41.0,14.0,4.0,1.0
32.0,20.0,5.0,1.0
37.0,43.0,10.0,0.0
62.0,32.0,7.0,1.0
67.0,16.0,6.0,1.0
63.0,32.0,10.0,0.0
44.0,26.0,13.0,-1.0
60.0,62.0,9.0,0.0
55.0,61.0,8.0,1.0
88.0,78.0,13.0,1.0
97.0,78.0,11.0,1.0
109.0,81.0,9.0,1.0
110.0,94.0,13.0,1.0
120.0,82.0,14.0,1.0
113.0,86.0,11.0,2.0
110.0,111.0,10.0,2.0
126.0,126.0,15.0,1.0
146.0,116.0,12.0,0.0
121.0,111.0,10.0,1.0
87.0,74.0,7.0,1.0
58.0,63.0,11.0,3.0
65.0,31.0,5.0,2.0
49.0,35.0,5.0,0.0
58.0,49.0,4.0,1.0
63.0,23.0,3.0,1.0
43.0,25.0,7.0,1.0
42.0,38.0,7.0,-0.0
53.0,29.0,7.0,0.0
41.0,41.0,11.0,1.0
58.0,26.0,9.0,0.0
52.0,51.0,9.0,-0.0
55.0,65.0,8.0,0.0
88.0,81.0,12.0,1.0
96.0,74.0,12.0,1.0
107.0,83.0,8.0,1.0
106.0,87.0,12.0,1.0
114.0,91.0,13.0,1.0
104.0,77.0,12.0,2.0
115.0,99.0,12.0,2.0
120.0,136.0,15.0,1.0
127.0,132.0,14.0,0.0
129.0,104.0,10.0,1.0
90.0,110.0,11.0,2.0
64.0,48.0,8.0,2.0
67.0,46.0,4.0,2.0
61.0,32.0,7.0,1.0
41.0,37.0,6.0,1.0
67.0,39.0,4.0,1.0
45.0,22.0,5.0,1.0
53.0,54.0,5.0,1.0
52.0,30.0,8.0,-0.0
45.0,37.0,10.0,0.0
41.0,34.0,10.0,1.0
58.0,49.0,7.0,0.0
50.0,52.0,8.0,0.0
85.0,76.0,13.0,1.0
99.0,77.0,12.0,1.0
106.0,84.0,8.0,1.0
106.0,88.0,13.0,1.0
115.0,85.0,12.0,1.0
101.0,75.0,11.0,2.0
108.0,84.0,10.0,1.0
124.0,130.0,15.0,1.0
126.0,138.0,15.0,1.0
120.0,122.0,12.0,1.0
87.0,97.0,10.0,1.0
70.0,66.0,9.0,2.0
64.0,61.0,9.0,2.0
54.0,27.0,8.0,2.0
55.0,32.0,6.0,-0.0
48.0,45.0,5.0,0.0
64.0,40.0,5.0,1.0
50.0,37.0,4.0,1.0
60.0,37.0,9.0,1.0
37.0,27.0,10.0,1.0
54.0,43.0,11.0,0.0
56.0,65.0,8.0,1.0
57.0,52.0,8.0,0.0
77.0,72.0,12.0,0.0
97.0,80.0,12.0,1.0
108.0,88.0,8.0,1.0
109.0,92.0,13.0,1.0
111.0,81.0,13.0,1.0
101.0,65.0,10.0,2.0
105.0,98.0,11.0,1.0
117.0,114.0,13.0,1.0
135.0,125.0,15.0,1.0
113.0,107.0,13.0,1.0
78.0,93.0,10.0,1.0
66.0,74.0,9.0,1.0
67.0,71.0,8.0,2.0
72.0,43.0,9.0,1.0
67.0,37.0,7.0,1.0
43.0,53.0,8.0,-0.0
55.0,40.0,5.0,1.0
61.0,31.0,4.0,1.0
46.0,35.0,7.0,1.0
38.0,39.0,12.0,0.0
42.0,31.0,9.0,0.0
62.0,60.0,7.0,1.0
54.0,59.0,7.0,1.0
81.0,76.0,12.0,1.0
92.0,69.0,12.0,1.0
102.0,88.0,8.0,1.0
106.0,93.0,12.0,1.0
113.0,83.0,13.0,1.0
99.0,71.0,11.0,2.0
106.0,91.0,11.0,1.0
113.0,124.0,14.0,1.0
131.0,121.0,13.0,1.0
117.0,116.0,12.0,1.0
85.0,97.0,10.0,1.0
71.0,55.0,8.0,1.0
67.0,90.0,11.0,2.0
66.0,40.0,10.0,2.0
80.0,44.0,7.0,2.0
53.0,40.0,6.0,1.0
44.0,48.0,7.0,-0.0
67.0,33.0,5.0,1.0
50.0,30.0,7.0,0.0
37.0,54.0,9.0,1.0
49.0,47.0,11.0,1.0
60.0,51.0,9.0,0.0
48.0,65.0,8.0,1.0
87.0,81.0,10.0,1.0
102.0,76.0,11.0,1.0
108.0,93.0,8.0,1.0
110.0,85.0,12.0,1.0
108.0,84.0,13.0,1.0
105.0,70.0,12.0,2.0
107.0,92.0,11.0,1.0
120.0,130.0,12.0,1.0
136.0,117.0,14.0,1.0
113.0,102.0,12.0,1.0
86.0,92.0,11.0,1.0
72.0,79.0,9.0,2.0
73.0,86.0,8.0,1.0
68.0,51.0,8.0,1.0
65.0,33.0,7.0,1.0
61.0,38.0,5.0,1.0
43.0,40.0,7.0,0.0
37.0,45.0,7.0,0.0
68.0,54.0,3.0,1.0
61.0,33.0,5.0,0.0
38.0,52.0,9.0,-0.0
68.0,56.0,8.0,0.0
50.0,58.0,8.0,1.0
85.0,81.0,12.0,1.0
99.0,80.0,11.0,1.0
110.0,88.0,8.0,1.0
105.0,82.0,12.0,1.0
111.0,79.0,12.0,1.0
100.0,76.0,11.0,2.0
109.0,87.0,11.0,1.0
122.0,121.0,13.0,1.0
132.0,120.0,13.0,1.0
109.0,104.0,11.0,1.0
80.0,85.0,10.0,1.0
79.0,75.0,9.0,2.0
69.0,86.0,8.0,1.0
61.0,41.0,8.0,1.0
69.0,38.0,5.0,1.0
44.0,18.0,7.0,1.0
39.0,32.0,5.0,1.0
48.0,36.0,5.0,0.0
31.0,37.0,5.0,-0.0
56.0,37.0,6.0,-0.0
54.0,36.0,8.0,-1.0
68.0,62.0,8.0,0.0
65.0,55.0,9.0,-0.0
82.0,68.0,13.0,1.0
99.0,81.0,12.0,2.0
98.0,89.0,8.0,1.0
112.0,85.0,11.0,1.0
110.0,79.0,12.0,1.0
105.0,71.0,11.0,2.0
107.0,89.0,11.0,1.0
115.0,127.0,13.0,1.0
135.0,122.0,13.0,1.0
102.0,103.0,11.0,1.0
76.0,80.0,10.0,1.0
63.0,58.0,9.0,1.0
81.0,96.0,9.0,2.0
87.0,61.0,7.0,0.0
77.0,18.0,7.0,1.0
54.0,33.0,6.0,1.0
47.0,16.0,5.0,1.0
52.0,36.0,7.0,1.0
43.0,58.0,4.0,0.0
43.0,40.0,4.0,-0.0
67.0,59.0,7.0,0.0
58.0,56.0,8.0,-2.0
75.0,61.0,8.0,-0.0
102.0,79.0,14.0,1.0
98.0,80.0,13.0,1.0
99.0,88.0,8.0,2.0
105.0,91.0,12.0,1.0
113.0,81.0,11.0,1.0
99.0,73.0,11.0,2.0
107.0,91.0,11.0,1.0
116.0,116.0,12.0,1.0
133.0,124.0,13.0,1.0
108.0,97.0,11.0,1.0
77.0,92.0,10.0,1.0
67.0,73.0,9.0,2.0
76.0,75.0,8.0,2.0
81.0,51.0,7.0,1.0
76.0,13.0,8.0,1.0
54.0,16.0,8.0,1.0
33.0,26.0,6.0,0.0
42.0,34.0,7.0,1.0
40.0,57.0,6.0,1.0
54.0,63.0,6.0,-1.0
44.0,46.0,4.0,-0.0
60.0,64.0,5.0,-1.0
59.0,70.0,9.0,0.0
102.0,59.0,11.0,0.0
110.0,80.0,13.0,1.0
99.0,70.0,9.0,2.0
113.0,85.0,13.0,2.0
116.0,76.0,13.0,1.0
104.0,73.0,10.0,2.0
107.0,90.0,11.0,1.0
121.0,116.0,13.0,1.0
122.0,116.0,12.0,0.0
102.0,103.0,11.0,1.0
77.0,86.0,11.0,1.0
66.0,59.0,8.0,1.0
68.0,84.0,9.0,2.0
70.0,40.0,8.0,0.0
83.0,27.0,8.0,2.0
57.0,35.0,9.0,0.0
43.0,26.0,4.0,2.0
33.0,36.0,8.0,1.0
33.0,39.0,5.0,1.0
38.0,48.0,5.0,0.0
48.0,56.0,7.0,0.0
40.0,48.0,5.0,-0.0
60.0,68.0,9.0,-0.0
75.0,64.0,8.0,1.0
109.0,75.0,12.0,2.0
89.0,69.0,10.0,1.0
98.0,77.0,12.0,2.0
111.0,73.0,15.0,1.0
114.0,85.0,12.0,2.0
107.0,86.0,11.0,1.0
113.0,112.0,12.0,1.0
124.0,121.0,12.0,0.0
107.0,105.0,11.0,1.0
77.0,84.0,9.0,1.0
64.0,56.0,8.0,2.0
63.0,81.0,9.0,2.0
72.0,39.0,8.0,1.0
83.0,18.0,8.0,2.0
57.0,36.0,10.0,1.0
32.0,31.0,6.0,1.0
34.0,33.0,7.0,2.0
45.0,39.0,6.0,1.0
36.0,35.0,3.0,1.0
46.0,51.0,3.0,0.0
48.0,53.0,6.0,-0.0
38.0,38.0,5.0,1.0
